item_id,product_name,category,date,quantity,month,year,day_of_week,is_weekend,season
92,"Sepatu Bola Ortus",Sepatu,2024-10-21,20,10,2024,1,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-10-22,95,10,2024,2,0,autumn
116,"Matras Yoga Kettler",Peralatan,2024-10-22,18,10,2024,2,0,autumn
94,"Jersey Mills",Pakaian,2024-10-23,60,10,2024,3,0,autumn
98,"Sepatu Lari Mills",Sepatu,2024-10-23,25,10,2024,3,0,autumn
119,"Baju Renang Arena Carbon-Glide",Pakaian,2024-10-23,6,10,2024,3,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-10-24,88,10,2024,4,0,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-10-24,20,10,2024,4,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-10-25,96,10,2024,5,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-10-25,30,10,2024,5,0,autumn
120,"Kacamata Renang Speedo Fastskin",Peralatan,2024-10-25,12,10,2024,5,0,autumn
94,"Jersey Mills",Pakaian,2024-10-26,55,10,2024,6,1,autumn
101,"Shuttlecock Li-Ning A+300",Peralatan,2024-10-26,50,10,2024,6,1,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-10-27,92,10,2024,0,1,autumn
98,"Sepatu Lari Mills",Sepatu,2024-10-27,28,10,2024,0,1,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-10-28,94,10,2024,1,0,autumn
113,"Legging Olahraga CoreNation",Pakaian,2024-10-28,30,10,2024,1,0,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-10-29,25,10,2024,2,0,autumn
121,"Dumbbell Set 2kg Agnite",Peralatan,2024-10-29,20,10,2024,2,0,autumn
94,"Jersey Mills",Pakaian,2024-10-30,60,10,2024,3,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-10-30,95,10,2024,3,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-10-30,35,10,2024,3,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-10-31,99,10,2024,4,0,autumn
117,"Tali Skipping Reebok",Peralatan,2024-10-31,25,10,2024,4,0,autumn
98,"Sepatu Lari Mills",Sepatu,2024-10-31,30,10,2024,4,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-01,98,11,2024,5,0,autumn
98,"Sepatu Lari Mills",Sepatu,2024-11-01,30,11,2024,5,0,autumn
94,"Jersey Mills",Pakaian,2024-11-01,50,11,2024,5,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-01,95,11,2024,5,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-11-02,25,11,2024,6,1,autumn
102,"Grip Raket Victor GR200",Aksesoris,2024-11-02,99,11,2024,6,1,autumn
104,"Baju Lari Nike Dri-Fit",Pakaian,2024-11-02,35,11,2024,6,1,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-11-03,20,11,2024,0,1,autumn
96,"Bola Futsal Specs Mador",Peralatan,2024-11-03,20,11,2024,0,1,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-03,88,11,2024,0,1,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-04,91,11,2024,1,0,autumn
94,"Jersey Mills",Pakaian,2024-11-04,40,11,2024,1,0,autumn
107,"Handuk Mikrofiber Nabaiji",Aksesoris,2024-11-04,60,11,2024,1,0,autumn
98,"Sepatu Lari Mills",Sepatu,2024-11-05,22,11,2024,2,0,autumn
103,"Dekker Pelindung Kaki Nike Charge",Aksesoris,2024-11-05,30,11,2024,2,0,autumn
105,"Botol Minum Eiger Hydro",Aksesoris,2024-11-05,50,11,2024,2,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-06,97,11,2024,3,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-11-06,30,11,2024,3,0,autumn
106,"Celana Bola Adidas Squadra",Pakaian,2024-11-06,35,11,2024,3,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-07,87,11,2024,4,0,autumn
94,"Jersey Mills",Pakaian,2024-11-07,45,11,2024,4,0,autumn
101,"Shuttlecock Li-Ning A+300",Peralatan,2024-11-07,60,11,2024,4,0,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-11-08,25,11,2024,5,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-08,95,11,2024,5,0,autumn
109,"Sepatu Badminton Victor A970",Sepatu,2024-11-09,15,11,2024,6,1,autumn
100,"Raket Badminton Yonex Astrox 99",Peralatan,2024-11-09,8,11,2024,6,1,autumn
102,"Grip Raket Victor GR200",Aksesoris,2024-11-09,98,11,2024,6,1,autumn
98,"Sepatu Lari Mills",Sepatu,2024-11-10,20,11,2024,0,1,autumn
115,"Jaket Parasut Eiger Windproof",Pakaian,2024-11-10,25,11,2024,0,1,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-11,99,11,2024,1,0,autumn
94,"Jersey Mills",Pakaian,2024-11-11,60,11,2024,1,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-11,95,11,2024,1,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-11-12,28,11,2024,2,0,autumn
108,"Pompa Bola Tiento",Peralatan,2024-11-12,20,11,2024,2,0,autumn
104,"Baju Lari Nike Dri-Fit",Pakaian,2024-11-12,30,11,2024,2,0,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-11-13,22,11,2024,3,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-13,92,11,2024,3,0,autumn
99,"Topi Lari Adidas Aeroready",Aksesoris,2024-11-13,30,11,2024,3,0,autumn
98,"Sepatu Lari Mills",Sepatu,2024-11-14,25,11,2024,4,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-14,91,11,2024,4,0,autumn
94,"Jersey Mills",Pakaian,2024-11-15,55,11,2024,5,0,autumn
118,Piala,Aksesoris,2024-11-15,50,11,2024,5,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-15,93,11,2024,5,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-11-16,30,11,2024,6,1,autumn
114,"Sarung Tangan Kiper Specs Illuzion",Aksesoris,2024-11-16,18,11,2024,6,1,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-17,97,11,2024,0,1,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-11-17,20,11,2024,0,1,autumn
111,"Bola Basket Spalding TF-150",Peralatan,2024-11-17,18,11,2024,0,1,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-18,96,11,2024,1,0,autumn
102,"Grip Raket Victor GR200",Aksesoris,2024-11-18,99,11,2024,1,0,autumn
98,"Sepatu Lari Mills",Sepatu,2024-11-18,28,11,2024,1,0,autumn
94,"Jersey Mills",Pakaian,2024-11-19,60,11,2024,2,0,autumn
112,"Sepatu Basket Adidas Harden Vol. 8",Sepatu,2024-11-19,12,11,2024,2,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-20,88,11,2024,3,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-11-20,25,11,2024,3,0,autumn
116,"Matras Yoga Kettler",Peralatan,2024-11-20,20,11,2024,3,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-21,97,11,2024,4,0,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-11-21,25,11,2024,4,0,autumn
94,"Jersey Mills",Pakaian,2024-11-22,50,11,2024,5,0,autumn
117,"Tali Skipping Reebok",Peralatan,2024-11-22,30,11,2024,5,0,autumn
113,"Legging Olahraga CoreNation",Pakaian,2024-11-22,25,11,2024,5,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-23,92,11,2024,6,1,autumn
98,"Sepatu Lari Mills",Sepatu,2024-11-23,30,11,2024,6,1,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-24,99,11,2024,0,1,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-11-24,32,11,2024,0,1,autumn
119,"Baju Renang Arena Carbon-Glide",Pakaian,2024-11-24,8,11,2024,0,1,autumn
94,"Jersey Mills",Pakaian,2024-11-25,65,11,2024,1,0,autumn
120,"Kacamata Renang Speedo Fastskin",Peralatan,2024-11-25,15,11,2024,1,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-26,89,11,2024,2,0,autumn
97,"Sepatu Futsal LS Reborn",Sepatu,2024-11-26,20,11,2024,2,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-27,98,11,2024,3,0,autumn
121,"Dumbbell Set 2kg Agnite",Peralatan,2024-11-27,30,11,2024,3,0,autumn
98,"Sepatu Lari Mills",Sepatu,2024-11-28,28,11,2024,4,0,autumn
94,"Jersey Mills",Pakaian,2024-11-28,50,11,2024,4,0,autumn
95,"Tali Sepatu KipzKapz",Aksesoris,2024-11-29,94,11,2024,5,0,autumn
92,"Sepatu Bola Ortus",Sepatu,2024-11-29,30,11,2024,5,0,autumn
118,Piala,Aksesoris,2024-11-29,60,11,2024,5,0,autumn
93,"Kaos Kaki Avo",Aksesoris,2024-11-30,99,11,2024,6,1,autumn
94,"Jersey Mills",Pakaian,2024-11-30,70,11,2024,6,1,autumn
102,"Grip Raket Victor GR200",Aksesoris,2024-11-30,99,11,2024,6,1,autumn
118,Piala,Aksesoris,2024-12-01,80,12,2024,0,1,winter
94,"Jersey Mills",Pakaian,2024-12-01,70,12,2024,0,1,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-01,99,12,2024,0,1,winter
92,"Sepatu Bola Ortus",Sepatu,2024-12-01,40,12,2024,0,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-02,98,12,2024,1,0,winter
98,"Sepatu Lari Mills",Sepatu,2024-12-02,35,12,2024,1,0,winter
115,"Jaket Parasut Eiger Windproof",Pakaian,2024-12-02,30,12,2024,1,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2024-12-03,25,12,2024,2,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-03,95,12,2024,2,0,winter
104,"Baju Lari Nike Dri-Fit",Pakaian,2024-12-03,40,12,2024,2,0,winter
102,"Grip Raket Victor GR200",Aksesoris,2024-12-04,99,12,2024,3,0,winter
94,"Jersey Mills",Pakaian,2024-12-04,60,12,2024,3,0,winter
96,"Bola Futsal Specs Mador",Peralatan,2024-12-04,25,12,2024,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-05,99,12,2024,4,0,winter
92,"Sepatu Bola Ortus",Sepatu,2024-12-05,30,12,2024,4,0,winter
105,"Botol Minum Eiger Hydro",Aksesoris,2024-12-05,50,12,2024,4,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-06,97,12,2024,5,0,winter
98,"Sepatu Lari Mills",Sepatu,2024-12-06,30,12,2024,5,0,winter
101,"Shuttlecock Li-Ning A+300",Peralatan,2024-12-06,72,12,2024,5,0,winter
94,"Jersey Mills",Pakaian,2024-12-07,55,12,2024,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-07,98,12,2024,6,1,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2024-12-08,22,12,2024,0,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-08,88,12,2024,0,1,winter
92,"Sepatu Bola Ortus",Sepatu,2024-12-09,35,12,2024,1,0,winter
106,"Celana Bola Adidas Squadra",Pakaian,2024-12-09,40,12,2024,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-10,99,12,2024,2,0,winter
118,Piala,Aksesoris,2024-12-10,90,12,2024,2,0,winter
107,"Handuk Mikrofiber Nabaiji",Aksesoris,2024-12-10,70,12,2024,2,0,winter
94,"Jersey Mills",Pakaian,2024-12-11,70,12,2024,3,0,winter
98,"Sepatu Lari Mills",Sepatu,2024-12-11,25,12,2024,3,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-12,98,12,2024,4,0,winter
102,"Grip Raket Victor GR200",Aksesoris,2024-12-12,99,12,2024,4,0,winter
109,"Sepatu Badminton Victor A970",Sepatu,2024-12-12,20,12,2024,4,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-13,99,12,2024,5,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2024-12-13,20,12,2024,5,0,winter
92,"Sepatu Bola Ortus",Sepatu,2024-12-14,30,12,2024,6,1,winter
100,"Raket Badminton Yonex Astrox 99",Peralatan,2024-12-14,10,12,2024,6,1,winter
94,"Jersey Mills",Pakaian,2024-12-15,60,12,2024,0,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-15,95,12,2024,0,1,winter
112,"Sepatu Basket Adidas Harden Vol. 8",Sepatu,2024-12-15,15,12,2024,0,1,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-16,99,12,2024,1,0,winter
98,"Sepatu Lari Mills",Sepatu,2024-12-16,35,12,2024,1,0,winter
111,"Bola Basket Spalding TF-150",Peralatan,2024-12-16,20,12,2024,1,0,winter
118,Piala,Aksesoris,2024-12-17,85,12,2024,2,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2024-12-17,25,12,2024,2,0,winter
113,"Legging Olahraga CoreNation",Pakaian,2024-12-17,30,12,2024,2,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-18,98,12,2024,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-18,99,12,2024,3,0,winter
92,"Sepatu Bola Ortus",Sepatu,2024-12-18,28,12,2024,3,0,winter
94,"Jersey Mills",Pakaian,2024-12-19,70,12,2024,4,0,winter
116,"Matras Yoga Kettler",Peralatan,2024-12-19,25,12,2024,4,0,winter
117,"Tali Skipping Reebok",Peralatan,2024-12-20,40,12,2024,5,0,winter
98,"Sepatu Lari Mills",Sepatu,2024-12-20,30,12,2024,5,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-21,99,12,2024,6,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-21,99,12,2024,6,1,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2024-12-21,30,12,2024,6,1,winter
94,"Jersey Mills",Pakaian,2024-12-22,80,12,2024,0,1,winter
119,"Baju Renang Arena Carbon-Glide",Pakaian,2024-12-22,10,12,2024,0,1,winter
92,"Sepatu Bola Ortus",Sepatu,2024-12-23,40,12,2024,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-23,99,12,2024,1,0,winter
120,"Kacamata Renang Speedo Fastskin",Peralatan,2024-12-23,20,12,2024,1,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-24,95,12,2024,2,0,winter
102,"Grip Raket Victor GR200",Aksesoris,2024-12-24,99,12,2024,2,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2024-12-25,35,12,2024,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-26,95,12,2024,4,0,winter
94,"Jersey Mills",Pakaian,2024-12-26,50,12,2024,4,0,winter
121,"Dumbbell Set 2kg Agnite",Peralatan,2024-12-26,30,12,2024,4,0,winter
98,"Sepatu Lari Mills",Sepatu,2024-12-27,25,12,2024,5,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-27,88,12,2024,5,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2024-12-27,20,12,2024,5,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-28,98,12,2024,6,1,winter
92,"Sepatu Bola Ortus",Sepatu,2024-12-28,30,12,2024,6,1,winter
94,"Jersey Mills",Pakaian,2024-12-29,60,12,2024,0,1,winter
114,"Sarung Tangan Kiper Specs Illuzion",Aksesoris,2024-12-29,20,12,2024,0,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-30,97,12,2024,1,0,winter
118,Piala,Aksesoris,2024-12-30,91,12,2024,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2024-12-30,99,12,2024,1,0,winter
94,"Jersey Mills",Pakaian,2024-12-31,80,12,2024,2,0,winter
98,"Sepatu Lari Mills",Sepatu,2024-12-31,40,12,2024,2,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2024-12-31,99,12,2024,2,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-02,40,1,2025,4,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-02,98,1,2025,4,0,winter
104,"Baju Lari Nike Dri-Fit",Pakaian,2025-01-02,35,1,2025,4,0,winter
117,"Tali Skipping Reebok",Peralatan,2025-01-02,30,1,2025,4,0,winter
116,"Matras Yoga Kettler",Peralatan,2025-01-03,20,1,2025,5,0,winter
113,"Legging Olahraga CoreNation",Pakaian,2025-01-03,25,1,2025,5,0,winter
121,"Dumbbell Set 2kg Agnite",Peralatan,2025-01-03,25,1,2025,5,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-04,95,1,2025,6,1,winter
94,"Jersey Mills",Pakaian,2025-01-04,50,1,2025,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-04,88,1,2025,6,1,winter
92,"Sepatu Bola Ortus",Sepatu,2025-01-05,30,1,2025,0,1,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-01-05,25,1,2025,0,1,winter
105,"Botol Minum Eiger Hydro",Aksesoris,2025-01-05,40,1,2025,0,1,winter
102,"Grip Raket Victor GR200",Aksesoris,2025-01-06,99,1,2025,1,0,winter
101,"Shuttlecock Li-Ning A+300",Peralatan,2025-01-06,60,1,2025,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-06,97,1,2025,1,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-07,30,1,2025,2,0,winter
99,"Topi Lari Adidas Aeroready",Aksesoris,2025-01-07,25,1,2025,2,0,winter
94,"Jersey Mills",Pakaian,2025-01-08,45,1,2025,3,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-08,91,1,2025,3,0,winter
96,"Bola Futsal Specs Mador",Peralatan,2025-01-08,20,1,2025,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-09,95,1,2025,4,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-01-09,25,1,2025,4,0,winter
107,"Handuk Mikrofiber Nabaiji",Aksesoris,2025-01-09,50,1,2025,4,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-01-10,20,1,2025,5,0,winter
103,"Dekker Pelindung Kaki Nike Charge",Aksesoris,2025-01-10,30,1,2025,5,0,winter
94,"Jersey Mills",Pakaian,2025-01-11,60,1,2025,6,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-11,88,1,2025,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-11,98,1,2025,6,1,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-12,28,1,2025,0,1,winter
104,"Baju Lari Nike Dri-Fit",Pakaian,2025-01-12,30,1,2025,0,1,winter
92,"Sepatu Bola Ortus",Sepatu,2025-01-13,22,1,2025,1,0,winter
106,"Celana Bola Adidas Squadra",Pakaian,2025-01-13,35,1,2025,1,0,winter
102,"Grip Raket Victor GR200",Aksesoris,2025-01-13,98,1,2025,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-14,92,1,2025,2,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-01-14,18,1,2025,2,0,winter
108,"Pompa Bola Tiento",Peralatan,2025-01-14,20,1,2025,2,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-15,86,1,2025,3,0,winter
94,"Jersey Mills",Pakaian,2025-01-15,45,1,2025,3,0,winter
100,"Raket Badminton Yonex Astrox 99",Peralatan,2025-01-15,8,1,2025,3,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-16,30,1,2025,4,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-16,93,1,2025,4,0,winter
111,"Bola Basket Spalding TF-150",Peralatan,2025-01-16,15,1,2025,4,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-01-17,25,1,2025,5,0,winter
115,"Jaket Parasut Eiger Windproof",Pakaian,2025-01-17,20,1,2025,5,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-18,95,1,2025,6,1,winter
109,"Sepatu Badminton Victor A970",Sepatu,2025-01-18,12,1,2025,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-18,98,1,2025,6,1,winter
94,"Jersey Mills",Pakaian,2025-01-19,50,1,2025,0,1,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-01-19,20,1,2025,0,1,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-20,25,1,2025,1,0,winter
117,"Tali Skipping Reebok",Peralatan,2025-01-20,25,1,2025,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-20,88,1,2025,1,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-01-21,20,1,2025,2,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-21,87,1,2025,2,0,winter
118,Piala,Aksesoris,2025-01-21,20,1,2025,2,0,winter
94,"Jersey Mills",Pakaian,2025-01-22,55,1,2025,3,0,winter
102,"Grip Raket Victor GR200",Aksesoris,2025-01-22,97,1,2025,3,0,winter
114,"Sarung Tangan Kiper Specs Illuzion",Aksesoris,2025-01-22,15,1,2025,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-23,96,1,2025,4,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-01-23,25,1,2025,4,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-23,20,1,2025,4,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-24,89,1,2025,5,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-01-24,25,1,2025,5,0,winter
120,"Kacamata Renang Speedo Fastskin",Peralatan,2025-01-24,10,1,2025,5,0,winter
94,"Jersey Mills",Pakaian,2025-01-25,60,1,2025,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-25,99,1,2025,6,1,winter
112,"Sepatu Basket Adidas Harden Vol. 8",Sepatu,2025-01-26,10,1,2025,0,1,winter
119,"Baju Renang Arena Carbon-Glide",Pakaian,2025-01-26,5,1,2025,0,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-27,92,1,2025,1,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-27,30,1,2025,1,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-01-27,20,1,2025,1,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-28,98,1,2025,2,0,winter
94,"Jersey Mills",Pakaian,2025-01-28,50,1,2025,2,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-01-29,28,1,2025,3,0,winter
116,"Matras Yoga Kettler",Peralatan,2025-01-29,15,1,2025,3,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-30,93,1,2025,4,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-01-30,99,1,2025,4,0,winter
94,"Jersey Mills",Pakaian,2025-01-31,70,1,2025,5,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-01-31,35,1,2025,5,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-01-31,98,1,2025,5,0,winter
94,"Jersey Mills",Pakaian,2025-02-01,70,2,2025,6,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-01,99,2,2025,6,1,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-01,30,2,2025,6,1,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-01,95,2,2025,6,1,winter
98,"Sepatu Lari Mills",Sepatu,2025-02-02,25,2,2025,0,1,winter
102,"Grip Raket Victor GR200",Aksesoris,2025-02-02,99,2,2025,0,1,winter
96,"Bola Futsal Specs Mador",Peralatan,2025-02-02,20,2,2025,0,1,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-03,97,2,2025,1,0,winter
104,"Baju Lari Nike Dri-Fit",Pakaian,2025-02-03,35,2,2025,1,0,winter
97,"Sepatu Futsal LS Reborn",Sepatu,2025-02-03,20,2,2025,1,0,winter
103,"Dekker Pelindung Kaki Nike Charge",Aksesoris,2025-02-04,25,2,2025,2,0,winter
95,"Tali Sepatu KipzKapz",Aksesoris,2025-02-04,88,2,2025,2,0,winter
94,"Jersey Mills",Pakaian,2025-02-04,50,2,2025,2,0,winter
92,"Sepatu Bola Ortus",Sepatu,2025-02-05,28,2,2025,3,0,winter
93,"Kaos Kaki Avo",Aksesoris,2025-02-05,98,2,2025,3,0,winter
105,"Botol Minum Eiger Hydro",Aksesoris,2025-02-05,40,2,2025,3,0,winter
98,"Sepatu Lari Mills",Sepatu,2025-02-06,30,2,2025,4,0,winter
