no,id_trx,tgl,id_item,nama_barang,kategori,jumlah
74,1456,"06 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
75,1457,"06 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
76,1458,"06 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
77,2001,"06 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
78,2002,"06 April 2025",5,Piala,"Barang Keluar",5
79,475,"06 April 2025",7,"Bola Basket","Barang Keluar",7
80,476,"06 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
81,477,"06 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
82,478,"06 April 2025",5,Piala,"Barang Keluar",6
83,2822,"07 April 2025",5,Piala,"Barang Keluar",7
84,2823,"07 April 2025",7,"Bola Basket","Barang Keluar",7
85,2824,"07 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
86,2825,"07 April 2025",6,"Sepatu Futsal","Barang Keluar",5
87,1628,"07 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
88,1629,"07 April 2025",6,"Sepatu Futsal","Barang Keluar",8
89,1630,"07 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",6
90,1631,"07 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
91,869,"07 April 2025",3,"Jersey Mills","Barang Keluar",5
92,870,"07 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
93,2943,"07 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
94,2944,"07 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
95,2945,"07 April 2025",8,"Jersey Basket","Barang Keluar",7
96,2946,"07 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
97,2957,"07 April 2025",6,"Sepatu Futsal","Barang Keluar",6
98,2958,"07 April 2025",3,"Jersey Mills","Barang Keluar",8
99,2959,"07 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
100,400,"07 April 2025",8,"Jersey Basket","Barang Keluar",5
101,401,"07 April 2025",7,"Bola Basket","Barang Keluar",8
102,402,"07 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
103,403,"07 April 2025",5,Piala,"Barang Keluar",8
104,164,"07 April 2025",7,"Bola Basket","Barang Keluar",8
105,165,"07 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
106,166,"07 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
107,940,"07 April 2025",5,Piala,"Barang Keluar",8
108,941,"07 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
109,942,"07 April 2025",8,"Jersey Basket","Barang Keluar",8
110,943,"07 April 2025",6,"Sepatu Futsal","Barang Keluar",7
111,1759,"07 April 2025",5,Piala,"Barang Keluar",5
112,1760,"07 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
113,1761,"07 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
114,1762,"07 April 2025",6,"Sepatu Futsal","Barang Keluar",7
115,2122,"08 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
116,2123,"08 April 2025",6,"Sepatu Futsal","Barang Keluar",5
117,2124,"08 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
118,2125,"08 April 2025",8,"Jersey Basket","Barang Keluar",7
119,1625,"08 April 2025",3,"Jersey Mills","Barang Keluar",6
120,1626,"08 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",6
121,1627,"08 April 2025",6,"Sepatu Futsal","Barang Keluar",6
122,379,"08 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
123,380,"08 April 2025",2,"Kaos Kaki Avo","Barang Keluar",6
124,381,"08 April 2025",8,"Jersey Basket","Barang Keluar",6
125,382,"08 April 2025",3,"Jersey Mills","Barang Keluar",5
126,407,"08 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
127,408,"08 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
128,409,"08 April 2025",6,"Sepatu Futsal","Barang Keluar",8
129,240,"08 April 2025",3,"Jersey Mills","Barang Keluar",5
130,241,"08 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
131,242,"08 April 2025",2,"Kaos Kaki Avo","Barang Keluar",6
132,1809,"09 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
133,1810,"09 April 2025",5,Piala,"Barang Keluar",6
134,1811,"09 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
135,1311,"09 April 2025",3,"Jersey Mills","Barang Keluar",7
136,1312,"09 April 2025",7,"Bola Basket","Barang Keluar",7
137,1313,"09 April 2025",8,"Jersey Basket","Barang Keluar",8
138,2454,"09 April 2025",6,"Sepatu Futsal","Barang Keluar",8
139,2455,"09 April 2025",5,Piala,"Barang Keluar",6
140,1446,"09 April 2025",8,"Jersey Basket","Barang Keluar",7
141,1447,"09 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
142,1448,"09 April 2025",3,"Jersey Mills","Barang Keluar",5
143,1029,"10 April 2025",8,"Jersey Basket","Barang Keluar",7
144,1030,"10 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
145,1031,"10 April 2025",6,"Sepatu Futsal","Barang Keluar",5
146,1032,"10 April 2025",3,"Jersey Mills","Barang Keluar",5
147,1604,"10 April 2025",7,"Bola Basket","Barang Keluar",5
148,1605,"10 April 2025",8,"Jersey Basket","Barang Keluar",5
149,1606,"10 April 2025",5,Piala,"Barang Keluar",6
150,1607,"10 April 2025",6,"Sepatu Futsal","Barang Keluar",6
151,1423,"10 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
152,1424,"10 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
153,2221,"10 April 2025",7,"Bola Basket","Barang Keluar",8
154,2222,"10 April 2025",5,Piala,"Barang Keluar",5
155,2223,"10 April 2025",6,"Sepatu Futsal","Barang Keluar",7
156,2224,"10 April 2025",3,"Jersey Mills","Barang Keluar",6
157,487,"10 April 2025",5,Piala,"Barang Keluar",8
158,488,"10 April 2025",8,"Jersey Basket","Barang Keluar",7
159,1027,"11 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
160,1028,"11 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
161,2988,"11 April 2025",3,"Jersey Mills","Barang Keluar",7
162,2989,"11 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
163,2990,"11 April 2025",6,"Sepatu Futsal","Barang Keluar",6
164,2991,"11 April 2025",8,"Jersey Basket","Barang Keluar",5
165,944,"11 April 2025",6,"Sepatu Futsal","Barang Keluar",8
166,945,"11 April 2025",3,"Jersey Mills","Barang Keluar",7
167,2225,"11 April 2025",5,Piala,"Barang Keluar",7
168,2226,"11 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
169,2227,"11 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
170,2228,"11 April 2025",7,"Bola Basket","Barang Keluar",7
171,1246,"11 April 2025",3,"Jersey Mills","Barang Keluar",7
172,1247,"11 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
173,1248,"11 April 2025",7,"Bola Basket","Barang Keluar",6
174,1249,"11 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
175,2552,"11 April 2025",6,"Sepatu Futsal","Barang Keluar",5
176,2553,"11 April 2025",3,"Jersey Mills","Barang Keluar",6
177,125,"12 April 2025",6,"Sepatu Futsal","Barang Keluar",6
178,126,"12 April 2025",3,"Jersey Mills","Barang Keluar",5
179,127,"12 April 2025",8,"Jersey Basket","Barang Keluar",5
180,128,"12 April 2025",5,Piala,"Barang Keluar",8
181,646,"12 April 2025",6,"Sepatu Futsal","Barang Keluar",6
182,647,"12 April 2025",3,"Jersey Mills","Barang Keluar",8
183,648,"12 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
184,1417,"12 April 2025",5,Piala,"Barang Keluar",7
185,1418,"12 April 2025",8,"Jersey Basket","Barang Keluar",8
186,1419,"12 April 2025",7,"Bola Basket","Barang Keluar",7
187,2711,"12 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
188,2712,"12 April 2025",8,"Jersey Basket","Barang Keluar",7
189,670,"12 April 2025",3,"Jersey Mills","Barang Keluar",7
190,671,"12 April 2025",2,"Kaos Kaki Avo","Barang Keluar",6
191,672,"12 April 2025",5,Piala,"Barang Keluar",7
192,2806,"12 April 2025",3,"Jersey Mills","Barang Keluar",8
193,2807,"12 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
194,2808,"12 April 2025",5,Piala,"Barang Keluar",8
195,2809,"12 April 2025",6,"Sepatu Futsal","Barang Keluar",8
196,1543,"13 April 2025",6,"Sepatu Futsal","Barang Keluar",7
197,1544,"13 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
198,1545,"13 April 2025",7,"Bola Basket","Barang Keluar",5
199,1546,"13 April 2025",5,Piala,"Barang Keluar",8
200,2138,"13 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
201,2139,"13 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
202,905,"13 April 2025",5,Piala,"Barang Keluar",5
203,906,"13 April 2025",8,"Jersey Basket","Barang Keluar",6
204,907,"13 April 2025",3,"Jersey Mills","Barang Keluar",7
205,908,"13 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
206,1493,"13 April 2025",5,Piala,"Barang Keluar",7
207,1494,"13 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
208,2774,"13 April 2025",7,"Bola Basket","Barang Keluar",8
209,2775,"13 April 2025",8,"Jersey Basket","Barang Keluar",7
210,2776,"13 April 2025",3,"Jersey Mills","Barang Keluar",5
211,2777,"13 April 2025",6,"Sepatu Futsal","Barang Keluar",8
212,248,"13 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
213,249,"13 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
214,250,"13 April 2025",3,"Jersey Mills","Barang Keluar",5
215,1123,"14 April 2025",6,"Sepatu Futsal","Barang Keluar",5
216,1124,"14 April 2025",8,"Jersey Basket","Barang Keluar",7
217,1125,"14 April 2025",3,"Jersey Mills","Barang Keluar",6
218,1126,"14 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
219,114,"14 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
220,115,"14 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
221,2185,"14 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
222,2186,"14 April 2025",2,"Kaos Kaki Avo","Barang Keluar",6
223,189,"14 April 2025",6,"Sepatu Futsal","Barang Keluar",7
224,190,"14 April 2025",3,"Jersey Mills","Barang Keluar",5
225,191,"14 April 2025",7,"Bola Basket","Barang Keluar",5
226,731,"14 April 2025",5,Piala,"Barang Keluar",6
227,732,"14 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
228,733,"14 April 2025",8,"Jersey Basket","Barang Keluar",6
229,734,"14 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
230,2800,"14 April 2025",3,"Jersey Mills","Barang Keluar",7
231,2801,"14 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
232,2802,"14 April 2025",5,Piala,"Barang Keluar",6
233,2803,"14 April 2025",6,"Sepatu Futsal","Barang Keluar",5
234,1796,"15 April 2025",6,"Sepatu Futsal","Barang Keluar",6
235,1797,"15 April 2025",3,"Jersey Mills","Barang Keluar",7
236,2055,"15 April 2025",8,"Jersey Basket","Barang Keluar",5
237,2056,"15 April 2025",3,"Jersey Mills","Barang Keluar",6
238,2057,"15 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
239,1658,"15 April 2025",3,"Jersey Mills","Barang Keluar",5
240,1659,"15 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
241,1660,"15 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
242,1661,"15 April 2025",7,"Bola Basket","Barang Keluar",8
243,2980,"15 April 2025",3,"Jersey Mills","Barang Keluar",5
244,2981,"15 April 2025",6,"Sepatu Futsal","Barang Keluar",8
245,2982,"15 April 2025",7,"Bola Basket","Barang Keluar",7
246,2983,"15 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",6
247,1468,"15 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
248,1469,"15 April 2025",7,"Bola Basket","Barang Keluar",6
249,1470,"15 April 2025",5,Piala,"Barang Keluar",5
250,1471,"15 April 2025",8,"Jersey Basket","Barang Keluar",8
251,1996,"15 April 2025",7,"Bola Basket","Barang Keluar",8
252,1997,"15 April 2025",8,"Jersey Basket","Barang Keluar",7
253,1998,"15 April 2025",6,"Sepatu Futsal","Barang Keluar",8
254,2890,"16 April 2025",6,"Sepatu Futsal","Barang Keluar",6
255,2891,"16 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
256,2892,"16 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
257,928,"16 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
258,929,"16 April 2025",6,"Sepatu Futsal","Barang Keluar",6
259,1449,"16 April 2025",7,"Bola Basket","Barang Keluar",8
260,1450,"16 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
261,1451,"16 April 2025",6,"Sepatu Futsal","Barang Keluar",5
262,574,"17 April 2025",6,"Sepatu Futsal","Barang Keluar",5
263,575,"17 April 2025",3,"Jersey Mills","Barang Keluar",5
264,576,"17 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
265,577,"17 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
266,79,"17 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
267,80,"17 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
268,359,"17 April 2025",8,"Jersey Basket","Barang Keluar",7
269,360,"17 April 2025",7,"Bola Basket","Barang Keluar",5
270,225,"17 April 2025",6,"Sepatu Futsal","Barang Keluar",5
271,226,"17 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
272,227,"17 April 2025",7,"Bola Basket","Barang Keluar",7
273,1077,"18 April 2025",6,"Sepatu Futsal","Barang Keluar",6
274,1078,"18 April 2025",3,"Jersey Mills","Barang Keluar",5
275,1079,"18 April 2025",2,"Kaos Kaki Avo","Barang Keluar",6
276,1080,"18 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
277,1350,"18 April 2025",3,"Jersey Mills","Barang Keluar",7
278,1351,"18 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
279,1352,"18 April 2025",6,"Sepatu Futsal","Barang Keluar",6
280,1353,"18 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
281,1671,"18 April 2025",7,"Bola Basket","Barang Keluar",8
282,1672,"18 April 2025",8,"Jersey Basket","Barang Keluar",7
283,1233,"18 April 2025",8,"Jersey Basket","Barang Keluar",7
284,1234,"18 April 2025",6,"Sepatu Futsal","Barang Keluar",5
285,1235,"18 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
286,2560,"19 April 2025",8,"Jersey Basket","Barang Keluar",7
287,2561,"19 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
288,293,"19 April 2025",6,"Sepatu Futsal","Barang Keluar",7
289,294,"19 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
290,448,"19 April 2025",7,"Bola Basket","Barang Keluar",6
291,449,"19 April 2025",3,"Jersey Mills","Barang Keluar",7
292,738,"19 April 2025",8,"Jersey Basket","Barang Keluar",7
293,739,"19 April 2025",3,"Jersey Mills","Barang Keluar",8
294,740,"19 April 2025",5,Piala,"Barang Keluar",5
295,1772,"19 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
296,1773,"19 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
297,1774,"19 April 2025",8,"Jersey Basket","Barang Keluar",7
298,1812,"20 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
299,1813,"20 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
300,2904,"20 April 2025",7,"Bola Basket","Barang Keluar",8
301,2905,"20 April 2025",8,"Jersey Basket","Barang Keluar",5
302,2906,"20 April 2025",6,"Sepatu Futsal","Barang Keluar",5
303,2907,"20 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
304,2665,"20 April 2025",5,Piala,"Barang Keluar",8
305,2666,"20 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
306,2667,"20 April 2025",8,"Jersey Basket","Barang Keluar",8
307,2968,"20 April 2025",3,"Jersey Mills","Barang Keluar",5
308,2969,"20 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
309,2970,"20 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
310,2971,"20 April 2025",8,"Jersey Basket","Barang Keluar",7
311,1961,"20 April 2025",5,Piala,"Barang Keluar",8
312,1962,"20 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",6
313,1973,"20 April 2025",8,"Jersey Basket","Barang Keluar",5
314,1974,"20 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
315,1975,"20 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
316,536,"21 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
317,537,"21 April 2025",3,"Jersey Mills","Barang Keluar",8
318,538,"21 April 2025",6,"Sepatu Futsal","Barang Keluar",5
319,317,"21 April 2025",3,"Jersey Mills","Barang Keluar",5
320,318,"21 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
321,319,"21 April 2025",7,"Bola Basket","Barang Keluar",6
322,320,"21 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",6
323,619,"21 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
324,620,"21 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
325,2564,"22 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
326,2565,"22 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
327,2566,"22 April 2025",3,"Jersey Mills","Barang Keluar",8
328,883,"22 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
329,884,"22 April 2025",8,"Jersey Basket","Barang Keluar",6
330,122,"22 April 2025",3,"Jersey Mills","Barang Keluar",6
331,123,"22 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
332,124,"22 April 2025",5,Piala,"Barang Keluar",6
333,1700,"22 April 2025",6,"Sepatu Futsal","Barang Keluar",6
334,1701,"22 April 2025",3,"Jersey Mills","Barang Keluar",5
335,1702,"22 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
336,686,"22 April 2025",6,"Sepatu Futsal","Barang Keluar",6
337,687,"22 April 2025",5,Piala,"Barang Keluar",7
338,197,"22 April 2025",6,"Sepatu Futsal","Barang Keluar",8
339,198,"22 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",6
340,199,"22 April 2025",5,Piala,"Barang Keluar",7
341,200,"22 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
342,493,"22 April 2025",5,Piala,"Barang Keluar",7
343,494,"22 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
344,781,"23 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
345,782,"23 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
346,1344,"23 April 2025",3,"Jersey Mills","Barang Keluar",6
347,1345,"23 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
348,1462,"23 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
349,1463,"23 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
350,256,"24 April 2025",8,"Jersey Basket","Barang Keluar",5
351,2663,"24 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
352,2664,"24 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",8
353,254,"24 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",5
354,255,"24 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
355,2354,"25 April 2025",5,Piala,"Barang Keluar",8
356,2355,"25 April 2025",6,"Sepatu Futsal","Barang Keluar",5
357,2356,"25 April 2025",2,"Kaos Kaki Avo","Barang Keluar",7
358,1870,"25 April 2025",7,"Bola Basket","Barang Keluar",8
359,1871,"25 April 2025",6,"Sepatu Futsal","Barang Keluar",7
360,1872,"25 April 2025",8,"Jersey Basket","Barang Keluar",8
361,1873,"25 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",7
362,2283,"25 April 2025",6,"Sepatu Futsal","Barang Keluar",8
363,2284,"25 April 2025",3,"Jersey Mills","Barang Keluar",6
364,2285,"25 April 2025",7,"Bola Basket","Barang Keluar",8
365,2817,"26 April 2025",7,"Bola Basket","Barang Keluar",7
366,1282,"26 April 2025",8,"Jersey Basket","Barang Keluar",5
367,2818,"26 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",7
368,1283,"26 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
369,1284,"26 April 2025",5,Piala,"Barang Keluar",5
370,1963,"26 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
371,1964,"26 April 2025",2,"Kaos Kaki Avo","Barang Keluar",5
372,1965,"26 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",6
373,2537,"26 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
374,2538,"26 April 2025",6,"Sepatu Futsal","Barang Keluar",6
375,2539,"26 April 2025",2,"Kaos Kaki Avo","Barang Keluar",8
376,775,"27 April 2025",3,"Jersey Mills","Barang Keluar",7
377,776,"27 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",5
378,777,"27 April 2025",7,"Bola Basket","Barang Keluar",6
379,2339,"27 April 2025",3,"Jersey Mills","Barang Keluar",7
380,2340,"27 April 2025",8,"Jersey Basket","Barang Keluar",7
381,2341,"27 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
382,2088,"27 April 2025",5,Piala,"Barang Keluar",6
383,2089,"27 April 2025",3,"Jersey Mills","Barang Keluar",5
384,2090,"27 April 2025",7,"Bola Basket","Barang Keluar",8
385,1666,"27 April 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",8
386,1667,"27 April 2025",5,Piala,"Barang Keluar",6
387,1668,"27 April 2025",8,"Jersey Basket","Barang Keluar",8
388,1,"28 April 2025",3,"Jersey Mills","Barang Keluar",8
389,2,"28 April 2025",1,"Sepatu Bola Ortus","Barang Keluar",6
390,3,"28 April 2025",8,"Jersey Basket","Barang Keluar",8
