no,id_trx,tgl,id_item,nama_barang,kategori,jumlah
32,8508,"02 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
33,8509,"02 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
34,8510,"02 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
35,8511,"02 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
36,8512,"02 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
37,8513,"02 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",3
38,8514,"02 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
39,8515,"02 July 2025",3,"Jersey Mills","Barang Keluar",2
40,8516,"02 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
41,8517,"02 July 2025",3,"Jersey Mills","Barang Keluar",30
42,8518,"02 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
43,8519,"02 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
44,8520,"02 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
45,8521,"02 July 2025",3,"Jersey Mills","Barang Keluar",30
46,8522,"02 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
47,8523,"02 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
48,8524,"02 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
49,8525,"02 July 2025",3,"Jersey Mills","Barang Keluar",2
50,8526,"02 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
51,8527,"02 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
52,8528,"02 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
53,8529,"02 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
54,8530,"02 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
55,8531,"02 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
56,8532,"02 July 2025",3,"Jersey Mills","Barang Keluar",30
57,8533,"02 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
58,8534,"02 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",3
59,8535,"02 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
60,8536,"02 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
61,8537,"03 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
62,8538,"03 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
63,8539,"03 July 2025",3,"Jersey Mills","Barang Keluar",3
64,8540,"03 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
65,8541,"03 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
66,8542,"03 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
67,8543,"03 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
68,8544,"03 July 2025",3,"Jersey Mills","Barang Keluar",3
69,8545,"03 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
70,8546,"03 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
71,8547,"03 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",2
72,8548,"03 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
73,8549,"03 July 2025",3,"Jersey Mills","Barang Keluar",30
74,8550,"03 July 2025",11,"Sepatu Lari Mills","Barang Keluar",1
75,8551,"03 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",2
76,8552,"03 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
77,8553,"03 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
78,8554,"03 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
79,8555,"03 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
80,8556,"03 July 2025",3,"Jersey Mills","Barang Keluar",2
81,8557,"03 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
82,8558,"03 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
83,8559,"03 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
84,8560,"03 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
85,8561,"03 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
86,8562,"03 July 2025",3,"Jersey Mills","Barang Keluar",3
87,8563,"03 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
88,8564,"03 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
89,8565,"03 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
90,8566,"03 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
91,8567,"04 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
92,8568,"04 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
93,8569,"04 July 2025",3,"Jersey Mills","Barang Keluar",2
94,8570,"04 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
95,8571,"04 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",2
96,8572,"04 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
97,8573,"04 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
98,8574,"04 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",2
99,8575,"04 July 2025",3,"Jersey Mills","Barang Keluar",3
100,8576,"04 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
101,8577,"04 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
102,8578,"04 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
103,8579,"04 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",3
104,8580,"04 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
105,8581,"04 July 2025",3,"Jersey Mills","Barang Keluar",30
106,8582,"04 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
107,8583,"04 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
108,8584,"04 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
109,8585,"04 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
110,8586,"04 July 2025",3,"Jersey Mills","Barang Keluar",1
111,8587,"04 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
112,8588,"04 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
113,8589,"04 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
114,8590,"04 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
115,8591,"04 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
116,8592,"04 July 2025",3,"Jersey Mills","Barang Keluar",3
117,8593,"04 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
118,8594,"04 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
119,8595,"04 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
120,8596,"04 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
121,8597,"05 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
122,8598,"05 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
123,8599,"05 July 2025",10,Bola,"Barang Keluar",1
124,8600,"05 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
125,8601,"05 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
126,8602,"05 July 2025",10,Bola,"Barang Keluar",3
127,8603,"05 July 2025",11,"Sepatu Lari Mills","Barang Keluar",1
128,8604,"05 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
129,8605,"05 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
130,8606,"05 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",2
131,8607,"05 July 2025",10,Bola,"Barang Keluar",3
132,8608,"05 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
133,8609,"05 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
134,8610,"05 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
135,8611,"05 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
136,8612,"05 July 2025",10,Bola,"Barang Keluar",20
137,8613,"05 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
138,8614,"05 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
139,8615,"05 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
140,8616,"05 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
141,8617,"05 July 2025",10,Bola,"Barang Keluar",1
142,8618,"05 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
143,8619,"05 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
144,8620,"05 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
145,8621,"05 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
146,8622,"05 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
147,8623,"05 July 2025",10,Bola,"Barang Keluar",20
148,8624,"05 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
149,8625,"05 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
150,8626,"05 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
151,8627,"06 July 2025",11,"Sepatu Lari Mills","Barang Keluar",1
152,8628,"06 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
153,8629,"06 July 2025",3,"Jersey Mills","Barang Keluar",3
154,8630,"06 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
155,8631,"06 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
156,8632,"06 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
157,8633,"06 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
158,8634,"06 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
159,8635,"06 July 2025",3,"Jersey Mills","Barang Keluar",30
160,8636,"06 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
161,8637,"06 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
162,8638,"06 July 2025",3,"Jersey Mills","Barang Keluar",3
163,8639,"06 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
164,8640,"06 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
165,8641,"06 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
166,8642,"06 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
167,8643,"06 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",3
168,8644,"06 July 2025",3,"Jersey Mills","Barang Keluar",1
169,8645,"06 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
170,8646,"06 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
171,8647,"06 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
172,8648,"06 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
173,8649,"06 July 2025",3,"Jersey Mills","Barang Keluar",1
174,8650,"06 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
175,8651,"06 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
176,8652,"06 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
177,8653,"06 July 2025",3,"Jersey Mills","Barang Keluar",1
178,8654,"06 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
179,8655,"06 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",2
180,8656,"06 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
181,8657,"07 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
182,8658,"07 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
183,8659,"07 July 2025",3,"Jersey Mills","Barang Keluar",2
184,8660,"07 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
185,8661,"07 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
186,8662,"07 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
187,8663,"07 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",2
188,8664,"07 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
189,8665,"07 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
190,8666,"07 July 2025",11,"Sepatu Lari Mills","Barang Keluar",1
191,8667,"07 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
192,8668,"07 July 2025",3,"Jersey Mills","Barang Keluar",2
193,8669,"07 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
194,8670,"07 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
195,8671,"07 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
196,8672,"07 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
197,8673,"07 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
198,8674,"07 July 2025",3,"Jersey Mills","Barang Keluar",3
199,8675,"07 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
200,8676,"07 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
201,8677,"07 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
202,8678,"07 July 2025",3,"Jersey Mills","Barang Keluar",3
203,8679,"07 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
204,8680,"07 July 2025",11,"Sepatu Lari Mills","Barang Keluar",1
205,8681,"07 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
206,8682,"07 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
207,8683,"07 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
208,8684,"07 July 2025",3,"Jersey Mills","Barang Keluar",30
209,8685,"07 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
210,8686,"07 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
211,8704,"08 July 2025",5,Piala,"Barang Keluar",2
212,8705,"08 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
213,8706,"08 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
214,8707,"08 July 2025",3,"Jersey Mills","Barang Keluar",1
215,8708,"08 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",2
216,8709,"08 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
217,8710,"08 July 2025",5,Piala,"Barang Keluar",3
218,8711,"08 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
219,8712,"08 July 2025",3,"Jersey Mills","Barang Keluar",30
220,8713,"08 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
221,8714,"08 July 2025",5,Piala,"Barang Keluar",3
222,8715,"08 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
223,8716,"08 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
224,8687,"08 July 2025",3,"Jersey Mills","Barang Keluar",3
225,8688,"08 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
226,8689,"08 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
227,8690,"08 July 2025",5,Piala,"Barang Keluar",2
228,8691,"08 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
229,8692,"08 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
230,8693,"08 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
231,8694,"08 July 2025",3,"Jersey Mills","Barang Keluar",30
232,8695,"08 July 2025",5,Piala,"Barang Keluar",2
233,8696,"08 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
234,8697,"08 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
235,8698,"08 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
236,8699,"08 July 2025",5,Piala,"Barang Keluar",2
237,8700,"08 July 2025",3,"Jersey Mills","Barang Keluar",30
238,8701,"08 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
239,8702,"08 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
240,8703,"08 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
241,8717,"09 July 2025",11,"Sepatu Lari Mills","Barang Keluar",2
242,8718,"09 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
243,8719,"09 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
244,8720,"09 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
245,8721,"09 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
246,8722,"09 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
247,8723,"09 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
248,8724,"09 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
249,8725,"09 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
250,8726,"09 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",2
251,8727,"09 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
252,8728,"09 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
253,8729,"09 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
254,8730,"09 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
255,8731,"09 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
256,8732,"09 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
257,8733,"09 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
258,8734,"09 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
259,8735,"09 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
260,8736,"09 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
261,8737,"09 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
262,8738,"09 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
263,8739,"09 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
264,8740,"09 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
265,8741,"09 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
266,8742,"09 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
267,8743,"09 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
268,8744,"09 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
269,8745,"09 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
270,8746,"09 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",3
271,8747,"10 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",1
272,8748,"10 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
273,8749,"10 July 2025",3,"Jersey Mills","Barang Keluar",2
274,8750,"10 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
275,8751,"10 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
276,8752,"10 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
277,8753,"10 July 2025",3,"Jersey Mills","Barang Keluar",2
278,8754,"10 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
279,8755,"10 July 2025",11,"Sepatu Lari Mills","Barang Keluar",3
280,8756,"10 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
281,8757,"10 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
282,8758,"10 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",2
283,8759,"10 July 2025",3,"Jersey Mills","Barang Keluar",3
284,8760,"10 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
285,8761,"10 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
286,8762,"10 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
287,8763,"10 July 2025",3,"Jersey Mills","Barang Keluar",30
288,8764,"10 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",3
289,8765,"10 July 2025",11,"Sepatu Lari Mills","Barang Keluar",1
290,8766,"10 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
291,8767,"10 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
292,8768,"10 July 2025",3,"Jersey Mills","Barang Keluar",3
293,8769,"10 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",24
294,8770,"10 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
295,8771,"10 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
296,8772,"10 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
297,8773,"10 July 2025",3,"Jersey Mills","Barang Keluar",1
298,8774,"10 July 2025",1,"Sepatu Bola Ortus","Barang Keluar",2
299,8775,"10 July 2025",11,"Sepatu Lari Mills","Barang Keluar",24
300,8776,"10 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
301,8777,"11 July 2025",3,"Jersey Mills","Barang Keluar",30
302,8778,"11 July 2025",5,Piala,"Barang Keluar",12
303,8779,"11 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
304,8780,"11 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
305,8781,"11 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
306,8782,"11 July 2025",5,Piala,"Barang Keluar",3
307,8783,"11 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
308,8784,"11 July 2025",3,"Jersey Mills","Barang Keluar",30
309,8785,"11 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",1
310,8786,"11 July 2025",5,Piala,"Barang Keluar",2
311,8787,"11 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",3
312,8788,"11 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
313,8789,"11 July 2025",3,"Jersey Mills","Barang Keluar",30
314,8790,"11 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
315,8791,"11 July 2025",5,Piala,"Barang Keluar",12
316,8792,"11 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
317,8793,"11 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",2
318,8794,"11 July 2025",3,"Jersey Mills","Barang Keluar",3
319,8795,"11 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
320,8796,"11 July 2025",5,Piala,"Barang Keluar",12
321,8797,"11 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
322,8798,"11 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
323,8799,"11 July 2025",3,"Jersey Mills","Barang Keluar",1
324,8800,"11 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
325,8801,"11 July 2025",5,Piala,"Barang Keluar",3
326,8802,"11 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
327,8803,"11 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
328,8804,"11 July 2025",3,"Jersey Mills","Barang Keluar",30
329,8805,"11 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
330,8806,"11 July 2025",2,"Kaos Kaki Avo","Barang Keluar",3
331,8807,"12 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",1
332,8808,"12 July 2025",2,"Kaos Kaki Avo","Barang Keluar",2
333,8809,"12 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
334,8810,"12 July 2025",3,"Jersey Mills","Barang Keluar",30
335,8811,"12 July 2025",5,Piala,"Barang Keluar",12
336,8812,"12 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
337,8813,"12 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
338,8814,"12 July 2025",5,Piala,"Barang Keluar",1
339,8815,"12 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
340,8816,"12 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
341,8817,"12 July 2025",3,"Jersey Mills","Barang Keluar",30
342,8818,"12 July 2025",5,Piala,"Barang Keluar",12
343,8819,"12 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",2
344,8820,"12 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
345,8821,"12 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
346,8822,"12 July 2025",5,Piala,"Barang Keluar",2
347,8823,"12 July 2025",3,"Jersey Mills","Barang Keluar",30
348,8824,"12 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
349,8825,"12 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",3
350,8826,"12 July 2025",2,"Kaos Kaki Avo","Barang Keluar",1
351,8827,"12 July 2025",5,Piala,"Barang Keluar",2
352,8828,"12 July 2025",3,"Jersey Mills","Barang Keluar",3
353,8829,"12 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
354,8830,"12 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
355,8831,"12 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
356,8832,"12 July 2025",5,Piala,"Barang Keluar",12
357,8833,"12 July 2025",3,"Jersey Mills","Barang Keluar",1
358,8834,"12 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",2
359,8835,"12 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
360,8836,"12 July 2025",9,"Sepatu Futsal Ls Reborn","Barang Keluar",24
361,8837,"13 July 2025",2,"Kaos Kaki Avo","Barang Keluar",100
362,8838,"13 July 2025",4,"Tali Sepatu Kipzkapz","Barang Keluar",50
363,8839,"13 July 2025",3,"Jersey Mills","Barang Keluar",3
